options__key,options__name,options__description,price,engineSize,averageRating,reviewsCount,power,MPGCombined
401634173,Land Rover Range Rover Evoque,Autobiography 4dr SUV AWD (2.0L 4cyl Turbo 9A),60775.00,2.00,240.00,25.00,4.00,1.00
401583467,Land Rover Range Rover Sport,SE 4dr SUV 4WD (3.0L 6cyl S/C 8A),64950.00,3.00,340.00,20.00,4.25,4.00
200747290,Lexus CT 200h,4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),31250.00,1.80,134.00,42.00,5.00,1.00
200746207,Lexus ES 300h,4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),41020.00,2.50,200.00,40.00,4.00,2.00
200745234,Lexus ES 350,4dr Sedan (3.5L 6cyl 6A),38100.00,3.50,268.00,26.00,4.50,12.00
401611456,Lexus GS 200t,4dr Sedan (2.0L 4cyl Turbo 8A),45615.00,2.00,241.00,27.00,0.00,0.00
401611548,Lexus GS 350,4dr Sedan AWD (3.5L 6cyl 6A),50470.00,3.50,311.00,22.00,0.00,0.00
401583476,Lexus GS 450h,4dr Sedan (3.5L 6cyl gas/electric hybrid CVT),63080.00,3.50,338.00,31.00,0.00,0.00
200724406,Lexus GS F,4dr Sedan (5.0L 8cyl 8A),84440.00,5.00,467.00,20.00,0.00,0.00
200747264,Lexus GX 460,4dr SUV 4WD (4.6L 8cyl 6A),50780.00,4.60,301.00,17.00,4.00,1.00
200747208,Lexus IS 200t,4dr Sedan (2.0L 4cyl Turbo 8A),37325.00,2.00,241.00,27.00,4.67,6.00
200747207,Lexus IS 300,4dr Sedan AWD (3.5L 6cyl 6A),39700.00,3.50,255.00,22.00,0.00,0.00
200747206,Lexus IS 350,4dr Sedan AWD (3.5L 6cyl 6A),43035.00,3.50,306.00,22.00,0.00,0.00
401580680,Lexus LS 460,L 4dr Sedan (4.6L 8cyl 8A),78820.00,4.60,386.00,20.00,0.00,0.00
401612858,Lexus LS 600h L,4dr Sedan AWD (5.0L 8cyl gas/electric hybrid CVT),120440.00,5.00,438.00,21.00,0.00,0.00
401582739,Lexus LX 570,4dr SUV 4WD (5.7L 8cyl 8A),88880.00,5.70,383.00,15.00,5.00,1.00
401610912,Lexus NX 200t,4dr SUV (2.0L 4cyl Turbo 6A),34965.00,2.00,235.00,25.00,4.75,8.00
401610914,Lexus NX 300h,4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),41310.00,2.50,194.00,32.00,0.00,0.00
401594089,Lexus RC 200t,2dr Coupe (2.0L 4cyl Turbo 8A),39995.00,2.00,241.00,27.00,0.00,0.00
401594088,Lexus RC 300,2dr Coupe AWD (3.5L 6cyl 6A),42610.00,3.50,255.00,22.00,5.00,1.00
401594048,Lexus RC 350,2dr Coupe AWD (3.5L 6cyl 6A),45015.00,3.50,306.00,22.00,0.00,0.00
401594049,Lexus RC F,2dr Coupe (5.0L 8cyl 8A),62805.00,5.00,467.00,20.00,0.00,0.00
401583730,Lexus RX 350,4dr SUV AWD (3.5L 6cyl 8A),43300.00,3.50,295.00,22.00,4.19,26.00
401589093,Lexus RX 450h,F Sport 4dr SUV AWD (3.5L 6cyl gas/electric hybrid CVT),57045.00,3.50,308.00,29.00,4.00,3.00
200732084,Lincoln MKC,Reserve 4dr SUV AWD (2.0L 4cyl Turbo 6A),42955.00,2.00,240.00,22.00,5.00,1.00
401581231,Lincoln MKS,4dr Sedan (3.7L 6cyl 6A),39010.00,3.70,350.00,21.00,0.00,0.00
401593850,Lincoln MKT,4dr Wagon AWD w/EcoBoost (3.5L 6cyl Turbo 6A),45365.00,3.50,365.00,18.00,0.00,0.00
200729336,Lincoln MKX,Reserve 4dr SUV (3.7L 6cyl 6A),45315.00,3.70,303.00,21.00,4.63,8.00
200729082,Lincoln MKZ,Black Label 4dr Sedan (2.0L 4cyl Turbo 6A),45605.00,2.00,231.00,27.00,4.61,18.00
200737241,Lincoln Navigator,Reserve 4dr SUV 4WD (3.5L 6cyl Turbo 6A),74260.00,3.50,365.00,17.00,0.00,0.00
401633311,MINI Cooper,2dr Convertible (1.5L 3cyl Turbo 6M),25950.00,1.50,134.00,32.00,4.50,2.00
200741087,MINI Cooper Clubman,4dr Hatchback (1.5L 3cyl Turbo 6M),24100.00,1.50,134.00,30.00,0.00,0.00
200736669,MINI Cooper Countryman,S 4dr Wagon (1.6L 4cyl Turbo 6M),26100.00,1.60,181.00,29.00,5.00,1.00
200745068,MINI Cooper Paceman,John Cooper Works ALL4 2dr Hatchback AWD (1.6L 4cyl Turbo 6M),35600.00,1.60,208.00,28.00,0.00,0.00
401583230,Maserati Ghibli,S Q4 4dr Sedan AWD (3.0L 6cyl Turbo 8A),78550.00,3.00,404.00,20.00,0.00,0.00
401588497,Maserati GranTurismo,MC Centennial 2dr Coupe (4.7L 8cyl 6A),165627.00,4.70,454.00,17.00,0.00,0.00
401590497,Maserati GranTurismo Convertible,Sport 2dr Convertible (4.7L 8cyl 6A),150465.00,4.70,454.00,16.00,0.00,0.00
401597830,Maserati Quattroporte,S 4dr Sedan (3.0L 6cyl Turbo 8A),99900.00,3.00,404.00,19.00,0.00,0.00
200743768,Mazda 3,i Touring 4dr Hatchback (2.0L 4cyl 6M),20745.00,2.00,155.00,34.00,4.40,15.00
200724973,Mazda 6,i Sport 4dr Sedan (2.5L 4cyl 6M),21495.00,2.50,184.00,30.00,4.75,28.00
200745324,Mazda CX-3,Grand Touring 4dr SUV (2.0L 4cyl 6A),24990.00,2.00,146.00,32.00,4.50,20.00
401614314,Mazda CX-5,Touring 4dr SUV AWD (2.5L 4cyl 6A),26515.00,2.50,184.00,27.00,4.32,100.00
200734115,Mazda MX-5 Miata,Grand Touring 2dr Convertible (2.0L 4cyl 6M),30065.00,2.00,155.00,30.00,4.87,23.00
200700835,Mercedes-Benz AMG GT,S 2dr Coupe (4.0L 8cyl Turbo 7AM),129900.00,4.00,503.00,19.00,0.00,0.00
401598101,Mercedes-Benz B-Class Electric Drive,B250e 4dr Hatchback (electric DD),41450.00,3.00,177.00,84.00,0.00,0.00
200773063,Mercedes-Benz C-Class,C300 Sport 4MATIC 4dr Sedan AWD (2.0L 4cyl Turbo 7A),43125.00,2.00,241.00,27.00,4.83,6.00
401601387,Mercedes-Benz CLA-Class,AMG CLA45 4dr Sedan AWD (2.0L 4cyl Turbo 7AM),49500.00,2.00,375.00,27.00,0.00,0.00
200745890,Mercedes-Benz CLS-Class,AMG CLS63 S 4MATIC 4dr Sedan AWD (5.5L 8cyl Turbo 7A),107800.00,5.50,577.00,19.00,4.00,2.00
200732942,Mercedes-Benz E-Class,E400 4MATIC 4dr Sedan AWD (3.0L 6cyl Turbo 7A),65600.00,3.00,329.00,24.00,4.83,6.00
401597153,Mercedes-Benz G-Class,AMG G63 4dr SUV 4WD (5.5L 8cyl Turbo 7A),139900.00,5.50,563.00,13.00,5.00,1.00
200732532,Mercedes-Benz GL-Class,GL350 BlueTEC 4MATIC 4dr SUV AWD (3.0L 6cyl Turbodiesel 7A),63600.00,3.00,240.00,22.00,4.00,1.00
401597611,Mercedes-Benz GLA-Class,GLA250 4MATIC 4dr SUV AWD (2.0L 4cyl Turbo 7AM),34500.00,2.00,208.00,28.00,4.33,3.00
401589096,Mercedes-Benz GLC-Class,GLC300 4MATIC 4dr SUV AWD (2.0L 4cyl Turbo 9A),40950.00,2.00,241.00,24.00,4.33,9.00
200748633,Mercedes-Benz GLE-Class,GLE350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A),53600.00,3.50,302.00,19.00,4.71,7.00
200749717,Mercedes-Benz GLE-Class Coupe,GLE450 AMG 4MATIC 4dr SUV AWD (3.0L 6cyl Turbo 9A),65100.00,3.00,362.00,20.00,5.00,2.00
200721613,Mercedes-Benz Maybach,S600 4dr Sedan (6.0L 12cyl Turbo 7A),189350.00,6.00,523.00,16.00,0.00,0.00
200721410,Mercedes-Benz Metris,Cargo 3dr Minivan (2.0L 4cyl Turbo 7A),28950.00,2.00,208.00,22.00,0.00,0.00
200741195,Mercedes-Benz S-Class,S63 AMG 4MATIC 2dr Coupe AWD (5.5 8cyl Turbo 7A),163150.00,5.50,577.00,19.00,0.00,0.00
200739148,Mercedes-Benz SL-Class,SL400 2dr Convertible (3.0L 6cyl Turbo 7A),85050.00,3.00,329.00,23.00,0.00,0.00
200745347,Mercedes-Benz SLK-Class,SLK350 2dr Convertible (3.5L 6cyl 7A),59200.00,3.50,302.00,25.00,0.00,0.00
200779953,Mercedes-Benz Sprinter,2500 144 WB Crew 3dr Van (2.1L 4cyl Turbodiesel 7A),39170.00,2.10,161.00,0.00,0.00,0.00
401631622,Mercedes-Benz Sprinter Worker,Cargo 3dr Van (2.1L 4cyl Turbodiesel 7A),32495.00,2.10,161.00,0.00,0.00,0.00
401582340,Mitsubishi Lancer,GT 4dr Sedan (2.4L 4cyl 5M),22495.00,2.40,168.00,26.00,0.00,0.00
200734287,Mitsubishi Outlander,ES 4dr SUV (2.4L 4cyl CVT),22995.00,2.40,166.00,28.00,4.48,21.00
401612370,Mitsubishi Outlander Sport,2.4 SE 4dr SUV (2.4L 4cyl CVT),22495.00,2.40,168.00,25.00,0.00,0.00
200726944,Mitsubishi i-MiEV,ES 4dr Hatchback (electric DD),22995.00,3.00,66.00,114.00,0.00,0.00
200732071,Nissan 370Z,Touring Sport 2dr Convertible (3.7L 6cyl 6M),48100.00,3.70,332.00,20.00,4.56,6.00
401598143,Nissan Altima,3.5 SR 4dr Sedan w/Prod. End 1/16 (3.5L 6cyl CVT),27390.00,3.50,270.00,27.00,4.40,5.00
401581501,Nissan Frontier,SV 4dr King Cab 6.1 ft. SB (2.5L 4cyl 5A),23230.00,2.50,152.00,20.00,4.00,6.00
200729795,Nissan GT-R,Premium 2dr Coupe AWD (3.8L 6cyl Turbo 6AM),101770.00,3.80,545.00,19.00,0.00,0.00
401612919,Nissan Juke,NISMO 4dr Hatchback (1.6L 4cyl Turbo 6M),24830.00,1.60,188.00,31.00,0.00,0.00
401610732,Nissan Leaf,S 4dr Hatchback (electric DD),29010.00,3.00,0.00,115.00,0.00,0.00
200732061,Nissan Maxima,3.5 SR 4dr Sedan (3.5L 6cyl CVT),37770.00,3.50,300.00,26.00,4.24,41.00
401613856,Nissan Murano,SL 4dr SUV (3.5L 6cyl CVT),37050.00,3.50,260.00,24.00,3.75,4.00
401583847,Nissan NV Cargo,2500 S 3dr Van w/High Roof (4.0L 6cyl 5A),29890.00,4.00,261.00,0.00,0.00,0.00
401582702,Nissan NV Passenger,3500 SV 3dr Van (5.6L 8cyl 5A),36210.00,5.60,317.00,0.00,0.00,0.00
401627755,Nissan NV200,S 4dr Minivan (2.0L 4cyl CVT),20870.00,2.00,131.00,25.00,0.00,0.00
401611674,Nissan Pathfinder,SL 4dr SUV (3.5L 6cyl CVT),36410.00,3.50,260.00,23.00,5.00,2.00
401610781,Nissan Quest,SV 4dr Minivan (3.5L 6cyl CVT),30540.00,3.50,260.00,23.00,0.00,0.00
401581355,Nissan Rogue,S 4dr SUV (2.5L 4cyl CVT),23290.00,2.50,170.00,29.00,4.32,19.00
401614168,Nissan Sentra,SV 4dr Sedan (1.8L 4cyl CVT),18550.00,1.80,130.00,33.00,0.00,0.00
401614007,Nissan Titan XD,Platinum Reserve 4dr Crew Cab 4WD SB (5.0L 8cyl Turbodiesel 6A),60520.00,5.00,310.00,0.00,5.00,2.00
200744980,Nissan Versa,1.6 S 4dr Sedan (1.6L 4cyl 4A),13540.00,1.60,109.00,30.00,4.50,2.00
200759315,Nissan Versa Note,1.6 SR 4dr Hatchback (1.6L 4cyl CVT),17980.00,1.60,109.00,35.00,0.00,0.00
401612842,Porsche 911,GT3 2dr Coupe (3.8L 6cyl 7AM),130400.00,3.80,475.00,17.00,4.00,2.00
200731947,Porsche Boxster,2dr Convertible (2.7L 6cyl 6M),52100.00,2.70,265.00,25.00,0.00,0.00
200733292,Porsche Cayenne,Turbo S 4dr SUV AWD (4.8L 8cyl Turbo 8A),157300.00,4.80,570.00,17.00,3.00,6.00
200729982,Porsche Cayman,GTS 2dr Coupe (3.4L 6cyl 6M),75200.00,3.40,340.00,22.00,5.00,1.00
200731399,Porsche Macan,Turbo 4dr SUV AWD (3.6L 6cyl Turbo 7AM),73900.00,3.60,400.00,20.00,5.00,5.00
200734266,Porsche Panamera,S 4dr Sedan (3.0L 6cyl Turbo 7AM),93200.00,3.00,420.00,22.00,5.00,1.00
200742280,Ram 1500,SLT 2dr Regular Cab SB (3.6L 6cyl 8A),31495.00,3.60,305.00,21.00,4.70,10.00
200745552,Ram 2500,Outdoorsman 4dr Crew Cab 4WD SB (5.7L 8cyl 6A),46220.00,5.70,383.00,0.00,4.00,4.00
200743932,Ram 3500,Longhorn 4dr Mega Cab 4WD SB (5.7L 8cyl 6A),58275.00,5.70,383.00,0.00,0.00,0.00
200734555,Ram Promaster Cargo Van,"1500 Low Roof 3dr Van w/136"" Wheelbase (3.6L 6cyl 6A)",30630.00,3.60,280.00,0.00,3.20,5.00
401582310,Ram Promaster City,Tradesman SLT Cargo 4dr Minivan (2.4L 4cyl 9A),25070.00,2.40,178.00,26.00,3.00,1.00
200734215,Ram Promaster Window Van,2500 High Roof 3dr Van (3.6L 6cyl 6A),34150.00,3.60,280.00,0.00,0.00,0.00
401628488,Rolls-Royce Dawn,2dr Convertible (6.6L 12cyl Turbo 8A),335000.00,6.60,563.00,0.00,0.00,0.00
401630686,Rolls-Royce Ghost Series II,EWB 4dr Sedan (6.6L 12cyl Turbo 8A),329325.00,6.60,563.00,17.00,0.00,0.00
401629132,Rolls-Royce Phantom,4dr Sedan (6.7L 12cyl 8A),417825.00,6.70,453.00,15.00,0.00,0.00
401627842,Rolls-Royce Phantom Coupe,2dr Coupe (6.7L 12cyl 8A),449525.00,6.70,453.00,15.00,0.00,0.00
401631106,Rolls-Royce Phantom Drophead Coupe,2dr Convertible (6.7L 12cyl 8A),492000.00,6.70,453.00,15.00,0.00,0.00
401629389,Rolls-Royce Wraith,2dr Coupe (6.6L 12cyl Turbo 8A),304350.00,6.60,624.00,17.00,0.00,0.00
200734752,Scion FR-S,2dr Coupe (2.0L 4cyl 6A),26405.00,2.00,200.00,29.00,0.00,0.00
200730056,Scion iA,4dr Sedan (1.5L 4cyl 6M),15700.00,1.50,106.00,36.00,4.80,5.00
200742459,Scion iM,4dr Hatchback (1.8L 4cyl CVT),19200.00,1.80,137.00,32.00,4.67,9.00
200745613,Scion tC,2dr Hatchback (2.5L 4cyl 6M),19385.00,2.50,179.00,27.00,0.00,0.00
200772768,Subaru BRZ,Limited 2dr Coupe (2.0L 4cyl 6M),27395.00,2.00,200.00,26.00,5.00,2.00
401575895,Subaru Crosstrek,2.0i Limited PZEV 4dr SUV AWD (2.0L 4cyl CVT),25095.00,2.00,148.00,30.00,4.25,16.00
200740440,Subaru Forester,2.5i Premium PZEV 4dr SUV AWD (2.5L 4cyl 6M),25295.00,2.50,170.00,25.00,4.42,62.00
401574196,Subaru Impreza,2.0i Sport Limited PZEV 4dr Hatchback AWD (2.0L 4cyl CVT),23595.00,2.00,148.00,31.00,4.71,7.00
200738273,Subaru Legacy,2.5i 4dr Sedan AWD (2.5L 4cyl CVT),21745.00,2.50,175.00,31.00,4.27,15.00
200738665,Subaru Outback,2.5i Limited 4dr Wagon AWD (2.5L 4cyl CVT),30395.00,2.50,175.00,29.00,4.59,70.00
200733186,Subaru WRX,Limited 4dr Sedan AWD (2.0L 4cyl Turbo 6M),30395.00,2.00,268.00,23.00,4.63,19.00
401632897,Tesla Model S,70D 4dr Sedan AWD (electric DD),75000.00,3.00,0.00,101.00,0.00,0.00
200747162,Toyota 4Runner,Limited 4dr SUV 4WD (4.0L 6cyl 5A),44160.00,4.00,270.00,19.00,4.80,5.00
401583414,Toyota Avalon,XLE 4dr Sedan (3.5L 6cyl 6A),32650.00,3.50,268.00,26.00,3.75,4.00
401583433,Toyota Avalon Hybrid,Limited 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),41950.00,2.50,200.00,40.00,5.00,1.00
200746620,Toyota Camry,Special Edition 4dr Sedan (2.5L 4cyl 6A),25715.00,2.50,178.00,30.00,3.79,33.00
200747126,Toyota Camry Hybrid,LE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),26790.00,2.50,200.00,41.00,4.50,2.00
200746661,Toyota Corolla,S 4dr Sedan (1.8L 4cyl CVT),19365.00,1.80,132.00,33.00,4.64,25.00
401596899,Toyota Highlander,Limited 4dr SUV AWD (3.5L 6cyl 6A),41875.00,3.50,270.00,21.00,4.50,18.00
401596974,Toyota Highlander Hybrid,Limited 4dr SUV AWD (3.5L 6cyl gas/electric hybrid CVT),47870.00,3.50,280.00,27.00,0.00,0.00
401581946,Toyota Land Cruiser,4dr SUV 4WD (5.7L 8cyl 8A),83825.00,5.70,381.00,15.00,5.00,2.00
200711330,Toyota Mirai,4dr Sedan (electric DD),57500.00,3.00,153.00,0.00,0.00,0.00
401611906,Toyota Prius,Four Touring 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),30000.00,1.80,121.00,52.00,4.50,8.00
401597750,Toyota Prius c,Persona Series Special Edition 4dr Hatchback (1.5L 4cyl gas/electric hybrid CVT),21355.00,1.50,99.00,50.00,4.00,2.00
200771448,Toyota Prius v,Two 4dr Wagon (1.8L 4cyl gas/electric hybrid CVT),26675.00,1.80,134.00,42.00,4.75,4.00
200731831,Toyota RAV4,SE 4dr SUV (2.5L 4cyl 6A),29265.00,2.50,176.00,27.00,3.90,20.00
401601469,Toyota RAV4 Hybrid,XLE 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),28370.00,2.50,194.00,33.00,4.53,15.00
401566725,Toyota Sequoia,SR5 4dr SUV (5.7L 8cyl 6A),45325.00,5.70,381.00,15.00,4.50,2.00
401611615,Toyota Sienna,LE 7-Passenger Mobility 4dr Minivan (3.5L 6cyl 6A),31840.00,3.50,266.00,21.00,0.00,0.00
401573715,Toyota Tacoma,TRD Off Road 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A),33730.00,3.50,278.00,20.00,3.56,87.00
200771536,Toyota Tundra,SR5 4dr CrewMax SB (5.7L 8cyl 6A),34970.00,5.70,381.00,15.00,4.63,19.00
401598566,Toyota Yaris,LE 2dr Hatchback (1.5L 4cyl 4A),16555.00,1.50,106.00,33.00,0.00,0.00
401628497,Volkswagen Beetle,1.8T Wolfsburg Edition 2dr Hatchback (1.8L 4cyl Turbo 6A),19595.00,1.80,170.00,29.00,0.00,0.00
401633603,Volkswagen Beetle Convertible,1.8T Denim PZEV 2dr Convertible (1.8L 4cyl Turbo 6A),25995.00,1.80,170.00,29.00,0.00,0.00
401593993,Volkswagen CC,3.6L V6 4Motion Executive 4dr Sedan AWD (3.6L 6cyl 6AM),44355.00,3.60,280.00,21.00,5.00,1.00
200771659,Volkswagen Eos,Komfort 2dr Convertible (2.0L 4cyl Turbo 6AM),31995.00,2.00,200.00,26.00,5.00,2.00
401572289,Volkswagen Golf,TSI 2dr Hatchback (1.8L 4cyl Turbo 6A),19595.00,1.80,170.00,30.00,5.00,1.00
200751208,Volkswagen Golf GTI,S w/Performance Package 4dr Hatchback (2.0L 4cyl Turbo 6AM),28190.00,2.00,220.00,29.00,4.88,17.00
200749661,Volkswagen Golf R,w/Dynamic Chassis Control and Navigation 4dr Hatchback AWD (2.0L 4cyl Turbo 6AM),38995.00,2.00,292.00,26.00,4.75,4.00
401633609,Volkswagen Golf SportWagen,TSI Limited Edition 4dr Wagon (1.8L 4cyl Turbo 6A),24995.00,1.80,170.00,30.00,4.50,4.00
401597480,Volkswagen Jetta,1.4T S 4dr Sedan (1.4L 4cyl Turbo 5M),17680.00,1.40,150.00,33.00,4.83,24.00
401589426,Volkswagen Passat,R-Line PZEV 4dr Sedan (1.8L 4cyl Turbo 6A),23975.00,1.80,170.00,31.00,5.00,5.00
200749533,Volkswagen Tiguan,SE 4dr SUV (2.0L 4cyl Turbo 6A),31390.00,2.00,200.00,23.00,4.25,8.00
200759791,Volkswagen Touareg,TDI Sport w/Technology 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),50245.00,3.00,240.00,25.00,4.67,3.00
401597170,Volkswagen e-Golf,SEL Premium 4dr Hatchback (electric DD),35595.00,3.00,115.00,117.00,3.67,3.00
401630328,Volvo S60,T6 Drive-E R-Design Platinum 4dr Sedan AWD (2.0L 4cyl Twincharger 8A),47900.00,2.00,302.00,26.00,5.00,3.00
200737891,Volvo S80,T5 Drive-E 4dr Sedan (2.0L 4cyl Turbo 8A),43450.00,2.00,240.00,30.00,0.00,0.00
401628203,Volvo V60,T5 4dr Wagon AWD (2.5L 5cyl Turbo 6A),37650.00,2.50,250.00,24.00,0.00,0.00
200737941,Volvo V60 Cross Country,T5 4dr Wagon AWD (2.5L 5cyl Turbo),41200.00,2.50,250.00,24.00,0.00,0.00
401628175,Volvo XC60,T6 Drive-E R-Design Platinum 4dr SUV AWD (2.0L 4cyl Twincharger 8A),51300.00,2.00,302.00,24.00,5.00,3.00
401630580,Volvo XC70,T5 Classic Platinum 4dr Wagon AWD (2.5L 5cyl Turbo 6A),48175.00,2.50,250.00,22.00,4.75,4.00
401628189,Volvo XC90,T5 R-Design 4dr SUV AWD (2.0L 4cyl Turbo 8A),51350.00,2.00,250.00,23.00,4.09,22.00
200705425,smart fortwo,pure coupe 2dr Hatchback (1.0L 3cyl Turbo 5M),14650.00,1.00,89.00,35.00,0.00,0.00
